tributary,init_date,predict_date,lead_days,log_daily_q,mean_prior_weekly_q,mean_prior_monthly_q,lag_daily_q,delta_daily_q,season,water_year
Laplatte River,2024-07-15,2024-07-15,0,-1.2627482459773698,-1.3099953770271138,-1.9487553870018834,-1.2988349114994981,0.03608666552212836,Summer,2024
Laplatte River,2024-07-15,2024-07-16,1,-1.338448132982943,-1.1532210164172583,-1.911730185042185,-1.2627482459773698,-0.07569988700557317,Summer,2024
Laplatte River,2024-07-15,2024-07-17,2,-1.4476991303469968,-0.9910181489292722,-1.826543410772357,-1.338448132982943,-0.10925099736405386,Summer,2024
Laplatte River,2024-07-15,2024-07-18,3,-1.5074292990374913,-1.039132068987865,-1.755381487068732,-1.4476991303469968,-0.05973016869049452,Summer,2024
Laplatte River,2024-07-15,2024-07-19,4,-1.5126680360507228,-1.2378456576308194,-1.7358027219417789,-1.5074292990374913,-0.005238737013231409,Summer,2024
Laplatte River,2024-07-15,2024-07-20,5,-1.547697998313099,-1.3558968789961554,-1.711483164161206,-1.5126680360507228,-0.0350299622623762,Summer,2024
Laplatte River,2024-07-15,2024-07-21,6,-1.6114437134494366,-1.4165036791725887,-1.6894384455429867,-1.547697998313099,-0.06374571513633764,Summer,2024
Laplatte River,2024-07-15,2024-07-22,7,-1.6820448760583733,-1.4611620794511513,-1.6927777127298038,-1.6114437134494366,-0.07060116260893667,Summer,2024
Laplatte River,2024-07-15,2024-07-23,8,-1.7195527412115075,-1.5210615980341518,-1.677363554370217,-1.6820448760583733,-0.0375078651531342,Summer,2024
Winooski River,2024-06-15,2024-06-15,0,-2.0819290314057497,-1.8417582565662556,-1.9206532983168572,-2.0541268378846116,-0.027802193521138108,Summer,2024
Winooski River,2024-06-15,2024-06-16,1,-2.1518329686375006,-1.904960932814329,-1.9369748517610617,-2.0819290314057497,-0.06990393723175092,Summer,2024
Winooski River,2024-06-15,2024-06-17,2,-2.2279596640637824,-1.960584147148908,-1.9500413550046671,-2.1518329686375006,-0.07612669542628181,Summer,2024
Winooski River,2024-06-15,2024-06-18,3,-2.277424581757125,-2.0263259837143917,-1.9637067967892314,-2.2279596640637824,-0.0494649176933426,Summer,2024
Winooski River,2024-06-15,2024-06-19,4,-2.304583302401051,-2.0983682758971947,-1.9810868603575842,-2.277424581757125,-0.027158720643925882,Summer,2024
Winooski River,2024-06-15,2024-06-20,5,-2.318967932019195,-2.1565703130697873,-1.997015296318347,-2.304583302401051,-0.014384629618144018,Summer,2024
Winooski River,2024-06-15,2024-06-21,6,-2.307064373247702,-2.202403474024145,-2.0108355643035956,-2.318967932019195,0.01190355877149285,Summer,2024
Winooski River,2024-06-15,2024-06-22,7,-2.289207326069947,-2.238537407647444,-2.024951736243545,-2.307064373247702,0.01785704717775527,Summer,2024
Winooski River,2024-06-15,2024-06-23,8,-2.2886714559395402,-2.2681485925994718,-2.0325521518094267,-2.289207326069947,5.358701304065683e-4,Summer,2024
Winooski River,2024-06-16,2024-06-16,0,-2.1460403340156553,-1.9108604314887179,-1.9383069966230204,-2.123225522126471,-0.022814811889184217,Summer,2024
Winooski River,2024-06-16,2024-06-17,1,-2.189098430398349,-1.9656561265916046,-1.951186640685276,-2.1460403340156553,-0.043058096382693645,Summer,2024
Winooski River,2024-06-16,2024-06-18,2,-2.2515541028140578,-2.025846358347741,-1.9635984942870843,-2.189098430398349,-0.06245567241570882,Summer,2024
Winooski River,2024-06-16,2024-06-19,3,-2.3022192093642393,-2.094192867824391,-1.9801440262766286,-2.2515541028140578,-0.05066510655018153,Summer,2024
Winooski River,2024-06-16,2024-06-20,4,-2.2957185244239646,-2.1520571774202963,-1.9959962011716876,-2.3022192093642393,0.00650068494027467,Summer,2024
Winooski River,2024-06-16,2024-06-21,5,-2.2869252525387456,-2.1945689944324784,-2.0090664882667677,-2.2957185244239646,0.008793271885219056,Summer,2024
Winooski River,2024-06-16,2024-06-22,6,-2.2285029732040162,-2.2278259108116405,-2.0225330111515896,-2.2869252525387456,0.05842227933472932,Summer,2024
Winooski River,2024-06-16,2024-06-23,7,-2.108490099615935,-2.242865546679861,-2.0321939513152416,-2.2285029732040162,0.12001287358808144,Summer,2024
Winooski River,2024-06-16,2024-06-24,8,-2.0825915343105974,-2.237501227479901,-2.0311225013623226,-2.108490099615935,0.025898565305337407,Summer,2024
Winooski River,2024-06-17,2024-06-17,0,-2.1852128682777865,-1.9672407599045467,-1.951544461110779,-2.1571327672062495,-0.028080101071537023,Summer,2024
Winooski River,2024-06-17,2024-06-18,1,-2.237777264253632,-2.0268759113577453,-1.963830973999021,-2.1852128682777865,-0.052564395975845724,Summer,2024
Winooski River,2024-06-17,2024-06-19,2,-2.289313710931005,-2.0932543010400493,-1.9799320918414545,-2.237777264253632,-0.051536446677372894,Summer,2024
Winooski River,2024-06-17,2024-06-20,3,-2.289146546419157,-2.149274968002635,-1.9953679603354415,-2.289313710931005,1.6716451184795034e-4,Summer,2024
Winooski River,2024-06-17,2024-06-21,4,-2.271924159980573,-2.1908479310141304,-2.008226248140044,-2.289146546419157,0.017222386438584092,Summer,2024
Winooski River,2024-06-17,2024-06-22,5,-2.210453948904391,-2.2219618341706964,-2.0212088648133117,-2.271924159980573,0.061470211076182224,Summer,2024
Winooski River,2024-06-17,2024-06-23,6,-2.0523305518979327,-2.2344230379961134,-2.0302875783866536,-2.210453948904391,0.15812339700645817,Summer,2024
Winooski River,2024-06-17,2024-06-24,7,-1.8491582496353118,-2.2194512929520682,-2.0332411202857004,-2.0523305518979327,0.20317230226262084,Summer,2024
Winooski River,2024-06-17,2024-06-25,8,-1.716245869108727,-2.1714434902888575,-2.0200301890417274,-1.8491582496353118,0.13291238052658483,Summer,2024
Winooski River,2024-06-18,2024-06-18,0,-2.244038724713165,-2.0307107582453847,-1.9646969071671976,-2.212056796491263,-0.0319819282219016,Summer,2024
Winooski River,2024-06-18,2024-06-19,1,-2.278266270780793,-2.0979836422790505,-1.9810000076051,-2.244038724713165,-0.03422754606762801,Summer,2024
Winooski River,2024-06-18,2024-06-20,2,-2.2785521392123806,-2.152426103505892,-1.9960795070619834,-2.278266270780793,-2.858684315878435e-4,Summer,2024
Winooski River,2024-06-18,2024-06-21,3,-2.2767047314088047,-2.192485579773562,-2.0085960397953997,-2.2785521392123806,0.0018474078035759511,Summer,2024
Winooski River,2024-06-18,2024-06-22,4,-2.2776063161524456,-2.2242824217055897,-2.0217328684502234,-2.2767047314088047,-9.015847436408819e-4,Summer,2024
Winooski River,2024-06-18,2024-06-23,5,-2.211374825109501,-2.2463368208521572,-2.0329777874186634,-2.2776063161524456,0.06623149104294468,Summer,2024
Winooski River,2024-06-18,2024-06-24,6,-2.114903458222181,-2.2540856862669076,-2.04106178974389,-2.211374825109501,0.09647136688731983,Summer,2024
Winooski River,2024-06-18,2024-06-25,7,-1.9662801865686328,-2.240206637942753,-2.043303607955301,-2.114903458222181,0.14862327165354827,Summer,2024
Winooski River,2024-06-18,2024-06-26,8,-1.8771865003756436,-2.2005268467792485,-2.032464640086768,-1.9662801865686328,0.08909368619298919,Summer,2024
Winooski River,2024-06-19,2024-06-19,0,-2.2815380483902814,-2.0964524264017093,-1.9806542491811843,-2.233320213571775,-0.0482178348185065,Summer,2024
Winooski River,2024-06-19,2024-06-20,1,-2.305925832055295,-2.151362284429906,-1.995839289851277,-2.2815380483902814,-0.024387783665013707,Summer,2024
Winooski River,2024-06-19,2024-06-21,2,-2.3197917025420924,-2.195332288246564,-2.0092388449344645,-2.305925832055295,-0.013865870486797327,Summer,2024
Winooski River,2024-06-19,2024-06-22,3,-2.2946686554620985,-2.233284411769061,-2.0237655758839104,-2.3197917025420924,0.02512304707999391,Summer,2024
Winooski River,2024-06-19,2024-06-23,4,-2.1385194000749634,-2.257776287959865,-2.0355608928945976,-2.2946686554620985,0.1561492553871351,Summer,2024
Winooski River,2024-06-19,2024-06-24,5,-1.85670327155132,-2.2551172355125386,-2.0412947202187097,-2.1385194000749634,0.28181612852364335,Summer,2024
Winooski River,2024-06-19,2024-06-25,6,-1.6449505996719336,-2.204352446235404,-2.035207500150416,-1.85670327155132,0.2117526718793865,Summer,2024
Winooski River,2024-06-19,2024-06-26,7,-1.6008921269058867,-2.120299644249712,-2.0214703658912727,-1.6449505996719336,0.04405847276604691,Summer,2024
Winooski River,2024-06-19,2024-06-27,8,-1.6777777027473528,-2.0230645126090843,-1.9964713641232439,-1.6008921269058867,-0.07688557584146616,Summer,2024
Winooski River,2024-06-20,2024-06-20,0,-2.298547619064232,-2.148849858784802,-1.9952719679314148,-2.2639510688745546,-0.034596550189677444,Summer,2024
Winooski River,2024-06-20,2024-06-21,1,-2.174176736181484,-2.1917658321741653,-2.008433516143923,-2.298547619064232,0.12437088288274811,Summer,2024
Winooski River,2024-06-20,2024-06-22,2,-1.9163399566739558,-2.208915817645147,-2.0182629901139943,-2.174176736181484,0.25783677950752804,Summer,2024
Winooski River,2024-06-20,2024-06-23,3,-1.8455105215109788,-2.1793607368662165,-2.0178541555508702,-1.9163399566739558,0.07082943516297702,Summer,2024
Winooski River,2024-06-20,2024-06-24,4,-1.7057038949286274,-2.134843273195463,-2.014136083566467,-1.8455105215109788,0.13980662658235143,Summer,2024
Winooski River,2024-06-20,2024-06-25,5,-1.5784934537346438,-2.062507144400801,-2.0031779158651832,-1.7057038949286274,0.12721044119398361,Summer,2024
Winooski River,2024-06-20,2024-06-26,6,-1.6600621929972226,-1.9689604644240681,-1.9872970027048371,-1.5784934537346438,-0.0815687392625788,Summer,2024
Winooski River,2024-06-20,2024-06-27,7,-1.739699529486038,-1.8826906250130206,-1.9720747999699486,-1.6600621929972226,-0.07963733648881544,Summer,2024
Winooski River,2024-06-20,2024-06-28,8,-1.7806074891357973,-1.802855183644707,-1.966926342904441,-1.739699529486038,-0.04090795964975924,Summer,2024
Winooski River,2024-06-21,2024-06-21,0,-2.2171931183780944,-2.1834564677448838,-2.0065572080469884,-2.240382068059262,0.023188949681167692,Summer,2024
Winooski River,2024-06-21,2024-06-22,1,-2.241390677153966,-2.2067516506725244,-2.0177743072492085,-2.2171931183780944,-0.024197558775871375,Summer,2024
Winooski River,2024-06-21,2024-06-23,2,-2.0112374244569913,-2.2236323871050234,-2.027850979798343,-2.241390677153966,0.2301532526969745,Summer,2024
Winooski River,2024-06-21,2024-06-24,3,-1.8376843187582332,-2.202790195283701,-2.02947893694123,-2.0112374244569913,0.17355310569875804,Summer,2024
Winooski River,2024-06-21,2024-06-25,4,-1.7027724690773895,-2.1493084127504107,-2.022778202266708,-1.8376843187582332,0.1349118496808437,Summer,2024
Winooski River,2024-06-21,2024-06-26,5,-1.6997461511890113,-2.0735158778226417,-2.010906289601289,-1.7027724690773895,0.0030263178883782604,Summer,2024
Winooski River,2024-06-21,2024-06-27,6,-1.6975821657557533,-1.9929151752961354,-1.9969642145500068,-1.6997461511890113,0.00216398543325802,Summer,2024
Winooski River,2024-06-21,2024-06-28,7,-1.7275430066632966,-1.9153723321099199,-1.9927962162245656,-1.6975821657557533,-0.029960840907543362,Summer,2024
Winooski River,2024-06-21,2024-06-29,8,-1.7432822159611208,-1.845422316150663,-1.991496825250792,-1.7275430066632966,-0.01573920929782413,Summer,2024
Winooski River,2024-06-22,2024-06-22,0,-2.086187470760001,-2.181358051986623,-2.012040268836263,-2.0394379275767864,-0.04674954318321456,Summer,2024
Winooski River,2024-06-22,2024-06-23,1,-1.8957409641853558,-2.176066901791413,-2.017110386340431,-2.086187470760001,0.19044650657464524,Summer,2024
Winooski River,2024-06-22,2024-06-24,2,-1.686608212358584,-2.138725215645571,-2.015012651216491,-1.8957409641853558,0.20913275182677182,Summer,2024
Winooski River,2024-06-22,2024-06-25,3,-1.5307866798459158,-2.0636611321980456,-2.0034384937548833,-1.686608212358584,0.15582153251266817,Summer,2024
Winooski River,2024-06-22,2024-06-26,4,-1.5538571401367505,-1.963299198808637,-1.9860186524045784,-1.5307866798459158,-0.023070460290834705,Summer,2024
Winooski River,2024-06-22,2024-06-27,5,-1.5804332302284863,-1.8618572089889507,-1.967370480222578,-1.5538571401367505,-0.026576090091735782,Summer,2024
Winooski River,2024-06-22,2024-06-28,6,-1.6159184726213984,-1.7675788035845543,-1.9594234839769025,-1.5804332302284863,-0.035485242392912175,Summer,2024
Winooski River,2024-06-22,2024-06-29,7,-1.692479531743303,-1.707076024305213,-1.9566102572737085,-1.6159184726213984,-0.07656105912190458,Summer,2024
Winooski River,2024-06-22,2024-06-30,8,-1.7521015171409602,-1.6508320330171133,-1.9469386885348772,-1.692479531743303,-0.05962198539765717,Summer,2024
Winooski River,2024-06-23,2024-06-23,0,-1.987915302478044,-2.171781899065792,-2.0161428050798067,-2.0561924516806536,0.06827714920260952,Summer,2024
Winooski River,2024-06-23,2024-06-24,1,-1.8237809407783132,-2.1476079755331914,-2.0170184357072443,-1.987915302478044,0.16413436169973084,Summer,2024
Winooski River,2024-06-23,2024-06-25,2,-1.7261111267858682,-2.092139996145627,-2.0098692049688536,-1.8237809407783132,0.09766981399244501,Summer,2024
Winooski River,2024-06-23,2024-06-26,3,-1.7334691313172677,-2.019681555176212,-1.9987501522295148,-1.7261111267858682,-0.0073580045313994535,Summer,2024
Winooski River,2024-06-23,2024-06-27,4,-1.7516177414296794,-1.9438984212394566,-1.9858959152468856,-1.7334691313172677,-0.018148610112411756,Summer,2024
Winooski River,2024-06-23,2024-06-28,5,-1.7803578688845834,-1.874074946006659,-1.9834710000077003,-1.7516177414296794,-0.028740127454903952,Summer,2024
Winooski River,2024-06-23,2024-06-29,6,-1.8279879029142552,-1.83706350905063,-1.9859622699581574,-1.7803578688845834,-0.04763003402967181,Summer,2024
Winooski River,2024-06-23,2024-06-30,7,-1.8216859856389667,-1.8044628592268588,-1.9677602110345203,-1.8279879029142552,0.006301917275288504,Summer,2024
Winooski River,2024-06-23,2024-07-01,8,-1.811428800289697,-1.7807158139641335,-1.9762622170465645,-1.8216859856389667,0.01025718534926967,Summer,2024
Winooski River,2024-06-24,2024-06-24,0,-1.4095917336481907,-2.084617949698463,-2.002794881486499,-1.5469851216349482,0.1373933879867575,Summer,2024
Winooski River,2024-06-24,2024-06-25,1,-1.3784554569033394,-1.9699800835780243,-1.9822847085826205,-1.4095917336481907,0.03113627674485131,Summer,2024
Winooski River,2024-06-24,2024-06-26,2,-1.4469068941168006,-1.847856546911105,-1.9599509568148132,-1.3784554569033394,-0.06845143721346125,Summer,2024
Winooski River,2024-06-24,2024-06-27,3,-1.4444561408795105,-1.7311359505171402,-1.9378527766966853,-1.4469068941168006,0.0024507532372901597,Summer,2024
Winooski River,2024-06-24,2024-06-28,4,-1.4398477883616716,-1.6174322466343185,-1.925519422730075,-1.4444561408795105,0.004608352517838865,Summer,2024
Winooski River,2024-06-24,2024-06-29,5,-1.5163404759649335,-1.5317765124607305,-1.9170264965346318,-1.4398477883616716,-0.07649268760326189,Summer,2024
Winooski River,2024-06-24,2024-06-30,6,-1.5753238095559976,-1.4546548016441991,-1.888771294806178,-1.5163404759649335,-0.05898333359106411,Summer,2024
Winooski River,2024-06-24,2024-07-01,7,-1.5835041327819497,-1.4587031856329205,-1.8660024237328428,-1.5753238095559976,-0.00818032322595208,Summer,2024
Winooski River,2024-06-24,2024-07-02,8,-1.57418380796058,-1.4835478140806004,-1.8704634387353496,-1.5835041327819497,0.009320324821369574,Summer,2024
Winooski River,2024-06-25,2024-06-25,0,-1.2920805050846296,-1.9476422935543944,-1.9772406914805105,-1.2532272034827816,-0.03885330160184797,Summer,2024
Winooski River,2024-06-25,2024-06-26,1,-1.4283181976341757,-1.813179478056231,-1.9521206509443578,-1.2920805050846296,-0.1362376925495461,Summer,2024
Winooski River,2024-06-25,2024-06-27,2,-1.5747234798121852,-1.6938033535933197,-1.9294228354558225,-1.4283181976341757,-0.14640528217800952,Summer,2024
Winooski River,2024-06-25,2024-06-28,3,-1.621461779993697,-1.598709269558023,-1.9212916537128468,-1.5747234798121852,-0.046738300181511816,Summer,2024
Winooski River,2024-06-25,2024-06-29,4,-1.681199408855663,-1.5389983913318672,-1.9186572433765012,-1.621461779993697,-0.059737628861965986,Summer,2024
Winooski River,2024-06-25,2024-06-30,5,-1.6886864806180635,-1.485427956642583,-1.8957200717412968,-1.681199408855663,-0.007487071762400488,Summer,2024
Winooski River,2024-06-25,2024-07-01,6,-1.6487587213982304,-1.505671007925885,-1.8766080610248026,-1.6886864806180635,0.03992775921983305,Summer,2024
Winooski River,2024-06-25,2024-07-02,7,-1.6417354187318343,-1.5621755104852348,-1.867675397351973,-1.6487587213982304,0.0070233026663961695,Summer,2024
Winooski River,2024-06-25,2024-07-03,8,-1.677637507024842,-1.6121262124348357,-1.867708264126968,-1.6417354187318343,-0.03590208829300767,Summer,2024
Winooski River,2024-06-26,2024-06-26,0,-1.3854788226217358,-1.8271686646418046,-1.955279499528197,-1.390004811183646,0.004525988561910221,Summer,2024
Winooski River,2024-06-26,2024-06-27,1,-1.4832223656628891,-1.7016726294628306,-1.9311997687166798,-1.3854788226217358,-0.09774354304115329,Summer,2024
Winooski River,2024-06-26,2024-06-28,2,-1.5610389988934492,-1.59350695769192,-1.9201169381301786,-1.4832223656628891,-0.0778166332305601,Summer,2024
Winooski River,2024-06-26,2024-06-29,3,-1.604595205440841,-1.5251642535943004,-1.9155334058228572,-1.5610389988934492,-0.043556206547391785,Summer,2024
Winooski River,2024-06-26,2024-06-30,4,-1.5742273252803176,-1.4606503612743273,-1.8901251308516906,-1.604595205440841,0.030367880160523386,Summer,2024
Winooski River,2024-06-26,2024-07-01,5,-1.4780805781410575,-1.464542104652237,-1.86732088931785,-1.5742273252803176,0.09614674713926008,Summer,2024
Winooski River,2024-06-26,2024-07-02,6,-1.5495760404168826,-1.496664015317705,-1.8528824790883374,-1.4780805781410575,-0.07149546227582504,Summer,2024
Winooski River,2024-06-26,2024-07-03,7,-1.6625186891830686,-1.5194599052081676,-1.839340432573081,-1.5495760404168826,-0.11294264876618598,Summer,2024
Winooski River,2024-06-26,2024-07-04,8,-1.7031174766831234,-1.5590370290026436,-1.833079204294204,-1.6625186891830686,-0.040598787500054856,Summer,2024
Winooski River,2024-06-27,2024-06-27,0,-1.4849187862328144,-1.7236107020088878,-1.9361535270335315,-1.539045330444136,0.05412654421132168,Summer,2024
Winooski River,2024-06-27,2024-06-28,1,-1.5608819283813908,-1.615687376033681,-1.9251254196912213,-1.4849187862328144,-0.07596314214857647,Summer,2024
Winooski River,2024-06-27,2024-06-29,2,-1.66528941081768,-1.5473222332914816,-1.9205368205931883,-1.5608819283813908,-0.10440748243628906,Summer,2024
Winooski River,2024-06-27,2024-06-30,3,-1.6144726961442348,-1.4914789417396281,-1.8970864232148232,-1.66528941081768,0.05081671467344506,Summer,2024
Winooski River,2024-06-27,2024-07-01,4,-1.4638608233035657,-1.5011200238123834,-1.8755804194507861,-1.6144726961442348,0.15061187284066913,Summer,2024
Winooski River,2024-06-27,2024-07-02,5,-1.4740565827473977,-1.5312105409296382,-1.8606833074523224,-1.4638608233035657,-0.010195759443831998,Summer,2024
Winooski River,2024-06-27,2024-07-03,6,-1.5949975120779007,-1.5432179368673171,-1.8447051493993407,-1.4740565827473977,-0.12094092933050304,Summer,2024
Winooski River,2024-06-27,2024-07-04,7,-1.6902103310835366,-1.5512111056721405,-1.83269151648307,-1.5949975120779007,-0.09521281900563583,Summer,2024
Winooski River,2024-06-27,2024-07-05,8,-1.7104215251650576,-1.5805384692222437,-1.8197468522332665,-1.6902103310835366,-0.020211194081521056,Summer,2024
Winooski River,2024-06-28,2024-06-28,0,-1.6909520922308234,-1.6495955262347315,-1.932782098768878,-1.7222758376401692,0.03132374540934579,Summer,2024
Winooski River,2024-06-28,2024-06-29,1,-1.7718402547410117,-1.5998118354710227,-1.9323893114079234,-1.6909520922308234,-0.08088816251018827,Summer,2024
Winooski River,2024-06-28,2024-06-30,2,-1.6056834752943645,-1.5591900930510738,-1.9123760380270851,-1.7718402547410117,0.1661567794466472,Summer,2024
Winooski River,2024-06-28,2024-07-01,3,-1.389490889448451,-1.567575572145276,-1.8905865110098263,-1.6056834752943645,0.2161925858459135,Summer,2024
Winooski River,2024-06-28,2024-07-02,4,-1.4009738056873238,-1.5870418129975146,-1.873290368887004,-1.389490889448451,-0.011482916238872765,Summer,2024
Winooski River,2024-06-28,2024-07-03,5,-1.536514267522384,-1.5886088122123256,-1.8549547018966008,-1.4009738056873238,-0.1355404618350602,Summer,2024
Winooski River,2024-06-28,2024-07-04,6,-1.6534318381454505,-1.5882472317949325,-1.8410545127043456,-1.536514267522384,-0.11691757062306651,Summer,2024
Winooski River,2024-06-28,2024-07-05,7,-1.7132063574277945,-1.5784123747242584,-1.827887116159155,-1.6534318381454505,-0.05977451928234401,Summer,2024
Winooski River,2024-06-28,2024-07-06,8,-1.7490867226116795,-1.5815915554666828,-1.8109002124613545,-1.7132063574277945,-0.035880365183885043,Summer,2024
Winooski River,2024-06-29,2024-06-29,0,-1.7972198574550313,-1.6224787714400974,-1.9375076517880372,-1.8496206440143477,0.05240078655931635,Summer,2024
Winooski River,2024-06-29,2024-06-30,1,-1.7121409806842742,-1.5854826865507228,-1.9183130752689412,-1.7972198574550313,0.0850788767707571,Summer,2024
Winooski River,2024-06-29,2024-07-01,2,-1.592877272294119,-1.6090763807006265,-1.8999576613287765,-1.7121409806842742,0.11926370839015532,Summer,2024
Winooski River,2024-06-29,2024-07-02,3,-1.598997645191326,-1.6575978191022462,-1.8892223702654918,-1.592877272294119,-0.006120372897207016,Summer,2024
Winooski River,2024-06-29,2024-07-03,4,-1.7052164937710652,-1.6874539382462004,-1.8772745690655401,-1.598997645191326,-0.10621884857973929,Summer,2024
Winooski River,2024-06-29,2024-07-04,5,-1.8057830091627203,-1.7111926758643332,-1.8688163871716295,-1.7052164937710652,-0.10056651539165506,Summer,2024
Winooski River,2024-06-29,2024-07-05,6,-1.8622980052902598,-1.7231222717961263,-1.8605635445302218,-1.8057830091627203,-0.05651499612753952,Summer,2024
Winooski River,2024-06-29,2024-07-06,7,-1.8941113098788442,-1.7249333234069708,-1.8516398661925602,-1.8622980052902598,-0.031813304588584446,Summer,2024
Winooski River,2024-06-29,2024-07-07,8,-1.9033817979998242,-1.7387749594675155,-1.8401771152152466,-1.8941113098788442,-0.00927048812097997,Summer,2024
Winooski River,2024-06-30,2024-06-30,0,-1.7576787043188842,-1.6018467855947458,-1.9220081944079142,-1.911768550763192,0.1540898464443079,Summer,2024
Winooski River,2024-06-30,2024-07-01,1,-1.685845148558567,-1.6319458688353081,-1.9051217392946722,-1.7576787043188842,0.07183355576031714,Summer,2024
Winooski River,2024-06-30,2024-07-02,2,-1.7151330775655542,-1.6937484324175631,-1.8973854119818536,-1.685845148558567,-0.02928792900698718,Summer,2024
Winooski River,2024-06-30,2024-07-03,3,-1.8110041640804437,-1.7401953276149786,-1.8891839150520384,-1.7151330775655542,-0.09587108651488951,Summer,2024
Winooski River,2024-06-30,2024-07-04,4,-1.8526874779982627,-1.7790465895630225,-1.8841382386519787,-1.8110041640804437,-0.04168331391781899,Summer,2024
Winooski River,2024-06-30,2024-07-05,5,-1.8430953543895847,-1.797676823899893,-1.8773984433923627,-1.8526874779982627,0.009592123608678005,Summer,2024
Winooski River,2024-06-30,2024-07-06,6,-1.7866097524309141,-1.7967446396677842,-1.8678553247030665,-1.8430953543895847,0.056485601958670584,Summer,2024
Winooski River,2024-06-30,2024-07-07,7,-1.7973583040013905,-1.7788648113346015,-1.8421835185815258,-1.7866097524309141,-0.010748551570476383,Summer,2024
Winooski River,2024-06-30,2024-07-08,8,-1.8345227960612092,-1.7845333255749596,-1.8560115364685876,-1.7973583040013905,-0.037164492059818643,Summer,2024
Winooski River,2024-07-01,2024-07-01,0,-1.5165008701664375,-1.596162905817202,-1.897041715387358,-1.5071979631921415,-0.009302906974296032,Summer,2024
Winooski River,2024-07-01,2024-07-02,1,-1.5626519498704596,-1.6337734296291528,-1.8838426694167287,-1.5165008701664375,-0.0461510797040221,Summer,2024
Winooski River,2024-07-01,2024-07-03,2,-1.738756655010946,-1.658437306584412,-1.870722426432233,-1.5626519498704596,-0.17610470514048626,Summer,2024
Winooski River,2024-07-01,2024-07-04,3,-1.8537040772028035,-1.686967495808242,-1.8633461852234798,-1.738756655010946,-0.1149474221918576,Summer,2024
Winooski River,2024-07-01,2024-07-05,4,-1.9333941976899536,-1.705742958602904,-1.856639183486591,-1.8537040772028035,-0.07969012048715007,Summer,2024
Winooski River,2024-07-01,2024-07-06,5,-1.999260838043154,-1.7177106091279906,-1.8500089307102099,-1.9333941976899536,-0.06586664035320045,Summer,2024
Winooski River,2024-07-01,2024-07-07,6,-2.0298232109000813,-1.7302095073108423,-1.8311968370277738,-1.999260838043154,-0.03056237285692731,Summer,2024
Winooski River,2024-07-01,2024-07-08,7,-2.006417951513441,-1.804870256983405,-1.8411308719541837,-2.0298232109000813,0.02340525938664051,Summer,2024
Winooski River,2024-07-01,2024-07-09,8,-1.9942480231111988,-1.8748584114615483,-1.8646377175544735,-2.006417951513441,0.01216992840224207,Summer,2024
Winooski River,2024-07-02,2024-07-02,0,-1.5287670042586399,-1.6318208992896177,-1.883401775469092,-1.5028331577896914,-0.025933846468948474,Summer,2024
Winooski River,2024-07-02,2024-07-03,1,-1.6750129601820365,-1.6516440697289025,-1.8691884697229246,-1.5287670042586399,-0.14624595592339662,Summer,2024
Winooski River,2024-07-02,2024-07-04,2,-1.840406124728708,-1.6710680168343168,-1.859755980293884,-1.6750129601820365,-0.16539316454667152,Summer,2024
Winooski River,2024-07-02,2024-07-05,3,-1.9463796738769261,-1.6879437721326795,-1.8526200123481533,-1.840406124728708,-0.1059735491482181,Summer,2024
Winooski River,2024-07-02,2024-07-06,4,-2.0227407585498005,-1.7017664906844765,-1.8464086459003841,-1.9463796738769261,-0.07636108467287439,Summer,2024
Winooski River,2024-07-02,2024-07-07,5,-2.0016424180324557,-1.7176196632254206,-1.828353969008485,-2.0227407585498005,0.021098340517344827,Summer,2024
Winooski River,2024-07-02,2024-07-08,6,-1.9917653363850567,-1.7882545853454654,-1.8373789461004553,-2.0016424180324557,0.009877081647398978,Summer,2024
Winooski River,2024-07-02,2024-07-09,7,-1.9925354040212873,-1.8581020394305177,-1.855067427590383,-1.9917653363850567,-7.700676362305536e-4,Summer,2024
Winooski River,2024-07-02,2024-07-10,8,-2.016719112588385,-1.9243546679680388,-1.8679411381922029,-1.9925354040212873,-0.024183708567097728,Summer,2024
Winooski River,2024-07-03,2024-07-03,0,-1.7079525720123594,-1.6759517898721863,-1.874677309755279,-1.6989210452616264,-0.009031526750733043,Summer,2024
Winooski River,2024-07-03,2024-07-04,1,-1.8277035169583515,-1.7000813958105039,-1.8663073884497972,-1.7079525720123594,-0.11975094494599214,Summer,2024
Winooski River,2024-07-03,2024-07-05,2,-1.9362278714631693,-1.7151424928559587,-1.858761658963087,-1.8277035169583515,-0.10852435450481779,Summer,2024
Winooski River,2024-07-03,2024-07-06,3,-2.00605586686826,-1.727514953920076,-1.8522228150181002,-1.9362278714631693,-0.06982799540509088,Summer,2024
Winooski River,2024-07-03,2024-07-07,4,-1.9316868146063852,-1.7409845705065143,-1.8336299158138933,-2.00605586686826,0.07436905226187496,Summer,2024
Winooski River,2024-07-03,2024-07-08,5,-1.9423896660268645,-1.8016258349942633,-1.8403982605372806,-1.9316868146063852,-0.01070285142047922,Summer,2024
Winooski River,2024-07-03,2024-07-09,6,-1.9549115131412877,-1.864419621885288,-1.8564939784672667,-1.9423896660268645,-0.012521847114423279,Summer,2024
Winooski River,2024-07-03,2024-07-10,7,-1.9271569077605968,-1.9009896887252398,-1.8688671817141753,-1.9549115131412877,0.027754605380690966,Summer,2024
